"berlin52,select_tournament,crossover_single_point,mutate_swap,elitism:False,asexual_reproduction:True,population:50,mutation_rate:0.02,generations:500,runtime:2.924715995788574"
Generation,Min Distance,Avg Distance
50,15467.047614893587,16204.393430708387
100,13442.791229374294,14982.958750286263
150,12410.548267658787,13478.834423165252
200,11848.15633517137,13303.237464368047
250,11478.253036150554,12827.167856110422
300,11116.439176345393,12480.078435124022
350,11023.830262758553,12403.985771340795
400,10723.626641947783,12396.703168769325
450,10538.446614603341,11772.393869507081
500,10538.446614603341,12023.016968756268
