"berlin52,select_tournament,crossover_single_point,mutate_swap,elitism:False,asexual_reproduction:True,population:200,mutation_rate:0.01,generations:1000,runtime:13.240695476531982"
Generation,Min Distance,Avg Distance
100,11173.787667791998,11776.516503898538
200,10974.316097172223,11569.409742507976
300,10812.548989539991,11385.82310408166
400,10812.548989539991,11325.15666652296
500,10812.548989539991,11420.207000897313
600,10812.548989539991,11478.070188683281
700,10812.548989539991,11424.71540800385
800,10812.548989539991,11618.5071039126
900,10812.548989539991,11418.825075900726
1000,10812.548989539991,11568.56930869248
