"eil51,select_tournament,crossover_single_point,mutate_swap,elitism:False,asexual_reproduction:True,population:50,mutation_rate:0.05,generations:2000,runtime:8.937744140625"
Generation,Min Distance,Avg Distance
200,979.5409367951245,1077.1013583935996
400,947.0436464522166,1104.995893177593
600,843.1737041812207,1042.7669130831157
800,909.3439778681287,1088.5511488231662
1000,860.7922879548394,993.3965977643837
1200,890.7362823371475,1026.9930207171396
1400,876.2222026103009,1026.2758184222453
1600,877.2926093373324,1028.179531043308
1800,925.467827649094,1049.132407938386
2000,895.9175244882431,1042.0131980650199
