"eil51,select_tournament,crossover_single_point,mutate_swap,elitism:False,asexual_reproduction:True,population:50,mutation_rate:0.02,generations:1000,runtime:3.164451837539673"
Generation,Min Distance,Avg Distance
100,766.9828844391764,834.3048016978634
200,612.1979465570536,674.7355787194791
300,568.9401751599538,629.3076201353196
400,559.8377070184041,616.9521816948767
500,552.002230181669,610.7996743583468
600,552.002230181669,632.642847178721
700,552.002230181669,633.7813527279592
800,552.002230181669,615.9202606864861
900,552.002230181669,621.8400935572607
1000,552.002230181669,621.2014244354576
