"eil51,select_tournament,crossover_single_point,mutate_swap,elitism:False,asexual_reproduction:True,population:100,mutation_rate:0.01,generations:2000,runtime:12.752933740615845"
Generation,Min Distance,Avg Distance
200,671.2926950761241,699.0563382701167
400,645.6544045927011,675.95194366748
600,639.933992075634,671.6096321101797
800,639.933992075634,673.4854587748467
1000,639.933992075634,682.0133542819465
1200,639.933992075634,674.464068417965
1400,639.933992075634,674.9333126218377
1600,639.933992075634,677.0152975983999
1800,639.933992075634,675.816680674797
2000,639.933992075634,674.8088092558473
