"rat99,select_tournament,crossover_single_point,mutate_swap,elitism:False,asexual_reproduction:True,population:200,mutation_rate:0.05,generations:1000,runtime:26.79846501350403"
Generation,Min Distance,Avg Distance
100,5212.422220705745,6021.155213530737
200,5370.178463330651,6091.38133766301
300,5551.21518608418,6209.351527672203
400,5265.756103577286,6016.830288562036
500,5324.060209698498,6076.196665364548
600,4993.533381149106,5917.570730967732
700,5284.923929349862,5954.947225733114
800,5364.0536745440295,6024.515629679142
900,5089.108647843516,6103.154924003248
1000,5144.49834784162,5904.950506329376
