"eil51,select_tournament,crossover_single_point,mutate_swap,elitism:False,asexual_reproduction:True,population:100,mutation_rate:0.05,generations:1000,runtime:8.016066312789917"
Generation,Min Distance,Avg Distance
100,912.5954481761589,1044.6651260521146
200,827.2585647728855,997.748181615059
300,845.7279441024488,1024.2897066316582
400,891.5879974754617,1023.7160206966443
500,917.5884904155913,1069.6733862758392
600,779.2195049846433,987.9363514551657
700,805.429957552818,975.4239803084155
800,820.8548182267423,995.8114988844189
900,883.7191123085893,1040.7075709071285
1000,841.1413250999946,1037.4189050062619
