"berlin52,select_tournament,crossover_single_point,mutate_swap,elitism:False,asexual_reproduction:True,population:200,mutation_rate:0.02,generations:500,runtime:8.911391019821167"
Generation,Min Distance,Avg Distance
50,13416.661544653409,14664.137468349196
100,11722.669110699186,13066.454408116848
150,10462.330880230082,11697.17422193371
200,10226.783733091273,11513.20540372386
250,10071.199701843365,11453.750797075621
300,9955.025892291173,11446.30319194177
350,9955.025892291173,11318.65613467562
400,9955.025892291173,11197.663127544807
450,9955.025892291173,11182.054270655512
500,9955.025892291173,11186.857038002676
