"eil51,select_tournament,crossover_single_point,mutate_swap,elitism:False,asexual_reproduction:True,population:200,mutation_rate:0.02,generations:1000,runtime:15.135572910308838"
Generation,Min Distance,Avg Distance
100,642.286703972584,715.0210676716194
200,602.6170313753831,680.4061948482968
300,602.6170313753831,675.986274265308
400,602.6170313753831,680.9372957798291
500,602.6170313753831,677.4324825497799
600,602.6170313753831,674.4519345953674
700,602.6170313753831,675.7208326582542
800,602.6170313753831,674.5285692526791
900,602.6170313753831,681.5827128579027
1000,602.6170313753831,675.6438315947184
