"eil51,select_tournament,crossover_single_point,mutate_swap,elitism:False,asexual_reproduction:True,population:100,mutation_rate:0.05,generations:500,runtime:3.2704830169677734"
Generation,Min Distance,Avg Distance
50,991.3466418506723,1134.2911533658712
100,944.6480026915566,1087.4376954369704
150,895.25771584732,1080.1610018394995
200,861.730156936102,1022.647955280212
250,894.3525202398008,1041.607534538157
300,889.622197280466,1054.4311098650142
350,862.7863762298385,1039.7771037250927
400,847.0107058528391,1029.024370170206
450,808.6067598233101,972.167474227824
500,830.4836387794127,1013.904191114833
