"rat99,select_tournament,crossover_single_point,mutate_swap,elitism:False,asexual_reproduction:True,population:100,mutation_rate:0.01,generations:1000,runtime:10.849880933761597"
Generation,Min Distance,Avg Distance
100,3298.709180976281,3544.939446025692
200,2732.725271987488,2946.605537988522
300,2490.3784707636046,2709.760129821033
400,2381.962926170546,2577.8893164125884
500,2307.276935263642,2519.7752795986125
600,2238.647519725039,2450.991249026319
700,2208.578409540064,2461.746457308475
800,2185.097006797528,2393.3112467118717
900,2173.6720804901965,2386.5086646659884
1000,2156.421302728587,2384.73521581066
