"eil51,select_tournament,crossover_single_point,mutate_swap,elitism:False,asexual_reproduction:True,population:100,mutation_rate:0.05,generations:2000,runtime:14.552036046981812"
Generation,Min Distance,Avg Distance
200,859.0038671515492,1058.3345037621098
400,800.4793277261307,974.2884774749594
600,814.8471682365639,1008.1802516922853
800,825.4597970854707,1000.5960786074057
1000,862.8787953020515,1031.6372937190486
1200,877.5863344346211,1012.7504825998612
1400,991.1464291604914,1142.9731042539443
1600,883.6800237496117,1038.947944251299
1800,838.5292231517421,1000.3661449618173
2000,856.3739641451075,1014.3952822156973
