"berlin52,select_tournament,crossover_single_point,mutate_swap,elitism:False,asexual_reproduction:True,population:200,mutation_rate:0.01,generations:2000,runtime:26.17221713066101"
Generation,Min Distance,Avg Distance
200,9952.667747620466,10586.652385528465
400,9893.119888214147,10505.488953626194
600,9893.119888214147,10602.643169533483
800,9893.119888214147,10466.283415866663
1000,9893.119888214147,10604.274688749623
1200,9887.764296122963,10546.043312524447
1400,9887.764296122963,10560.01640599355
1600,9887.764296122963,10580.757614989885
1800,9683.60036029659,10377.943037359355
2000,9683.60036029659,10440.476457301393
