"eil51,select_tournament,crossover_single_point,mutate_swap,elitism:False,asexual_reproduction:True,population:200,mutation_rate:0.05,generations:1000,runtime:14.844599962234497"
Generation,Min Distance,Avg Distance
100,839.3849804517076,1011.7799075475351
200,816.1396774399642,1006.3957888824893
300,800.6912785090432,1017.3547312133052
400,793.8950048369071,988.0124007275106
500,819.3506077197736,1002.1015480788492
600,824.645168152956,1007.4794905074434
700,819.4217410611533,1011.4997210425071
800,819.0000737506213,992.8324225122676
900,746.7483023264595,956.156748200922
1000,768.6208675498683,947.086297750799
