"eil51,select_tournament,crossover_single_point,mutate_swap,elitism:False,asexual_reproduction:True,population:50,mutation_rate:0.01,generations:1000,runtime:3.5043797492980957"
Generation,Min Distance,Avg Distance
100,720.7986860376217,779.4278338818184
200,656.9236110023193,686.6279216798871
300,653.5994089100171,694.4089509749903
400,653.5422954926005,686.3164508215123
500,638.2791883835528,682.5206708123238
600,622.8892874751626,654.715188890299
700,620.6701388459883,643.8011347393954
800,618.2721597010027,660.8618315233756
900,618.2140250944751,653.1365753800887
1000,618.2140250944751,661.2823613588652
