"berlin52,select_tournament,crossover_single_point,mutate_swap,elitism:False,asexual_reproduction:True,population:200,mutation_rate:0.02,generations:1000,runtime:13.795310735702515"
Generation,Min Distance,Avg Distance
100,12813.914262568425,13950.067417477561
200,12239.40327996653,13439.124713140849
300,11974.507948699744,13138.993196812724
400,11974.507948699744,13293.54769245063
500,11974.507948699744,13131.112282395565
600,11974.507948699744,13294.104140056985
700,11974.507948699744,13046.879740560596
800,11924.668194371581,12881.347594367531
900,11924.668194371581,13143.01444231254
1000,11924.668194371581,13258.422078756781
