"rat99,select_tournament,crossover_single_point,mutate_swap,elitism:False,asexual_reproduction:True,population:50,mutation_rate:0.01,generations:2000,runtime:10.876805543899536"
Generation,Min Distance,Avg Distance
200,2746.2378639708845,2944.856699583133
400,2438.155707239438,2706.441192155951
600,2345.984460720128,2584.683508358796
800,2322.8059962352568,2528.323670013377
1000,2273.818719556548,2532.316244593949
1200,2142.6001816917383,2392.5464808506567
1400,2125.8668919037023,2354.7343522237666
1600,2102.6504089832506,2314.971852894379
1800,2102.6504089832506,2330.8003056379544
2000,2099.6393765271814,2306.2152335758983
