"eil51,select_tournament,crossover_single_point,mutate_swap,elitism:False,asexual_reproduction:True,population:200,mutation_rate:0.01,generations:500,runtime:6.252488136291504"
Generation,Min Distance,Avg Distance
50,745.6157023042904,796.3126960115351
100,629.3159533593922,665.5825889767284
150,569.1259397442074,599.2971413065367
200,549.4339729254771,590.8676846507639
250,531.550077679547,577.8445678506657
300,523.7052302841782,561.2232378992825
350,523.7052302841782,560.1638752040261
400,523.7052302841782,551.7245514440771
450,523.7052302841782,563.0788673694234
500,523.7052302841782,563.5538560002333
