"pr152,select_tournament,crossover_single_point,mutate_swap,elitism:False,asexual_reproduction:True,population:200,mutation_rate:0.02,generations:500,runtime:16.824368715286255"
Generation,Min Distance,Avg Distance
50,591626.6128773827,638931.8771510527
100,520284.8049725001,574672.9194262149
150,482941.6417474661,540467.1803998713
200,465561.29142701195,524238.9775760126
250,473534.9827909944,528330.6076351998
300,490189.4637811404,546817.0259204098
350,476080.6259166898,538565.2729908692
400,477727.0802697119,539315.8412641734
450,464384.7911372185,521754.26156134426
500,469481.21897283965,533023.066306136
