"eil51,select_tournament,crossover_single_point,mutate_swap,elitism:False,asexual_reproduction:True,population:200,mutation_rate:0.01,generations:2000,runtime:27.32429552078247"
Generation,Min Distance,Avg Distance
200,674.4557337037444,709.3681970816057
400,673.1051848517783,707.3076829054563
600,673.1051848517783,704.9650711031042
800,673.1051848517783,709.5493590929673
1000,673.1051848517783,714.76321203838
1200,673.1051848517783,707.4516490400399
1400,673.1051848517783,698.8472077488112
1600,673.1051848517783,709.8688297427699
1800,673.1051848517783,706.9195776690954
2000,673.1051848517783,705.1528356556248
