"rat99,select_tournament,crossover_single_point,mutate_swap,elitism:False,asexual_reproduction:True,population:50,mutation_rate:0.02,generations:500,runtime:2.5377399921417236"
Generation,Min Distance,Avg Distance
50,4285.421216579769,4736.070489719662
100,3816.8620159731727,4162.908321032276
150,3569.637308972021,3997.127204898734
200,3370.5375002452165,3807.531605155062
250,3215.5859552787824,3556.346924035309
300,3146.027995021447,3537.510501681
350,3072.4150384971945,3421.3905158510634
400,3004.1023662199555,3418.0891597803397
450,2923.7907797544553,3365.97600145784
500,2802.33703259101,3268.78874119347
