"eil51,select_tournament,crossover_single_point,mutate_swap,elitism:False,asexual_reproduction:True,population:100,mutation_rate:0.01,generations:1000,runtime:7.3185036182403564"
Generation,Min Distance,Avg Distance
100,658.3865680653747,687.9345860207192
200,584.3768563568061,610.2855992558258
300,577.8477389435269,601.8553057926295
400,562.3296007425042,600.5139351779827
500,562.3296007425042,602.4518015366816
600,562.3296007425042,591.8012814300897
700,562.3296007425042,600.4454775478843
800,562.3296007425042,591.5495841031807
900,562.3296007425042,595.317195436294
1000,562.3296007425042,592.7817989450319
