"rat99,select_tournament,crossover_single_point,mutate_swap,elitism:False,asexual_reproduction:True,population:200,mutation_rate:0.01,generations:500,runtime:10.952280759811401"
Generation,Min Distance,Avg Distance
50,4314.976748049295,4534.622777692605
100,3638.723793738093,3909.9697672529046
150,3216.6610697907163,3419.7699058775133
200,2988.7620890055637,3203.947241463501
250,2842.8030426938763,3039.427655452172
300,2765.5865784886496,2969.5244713698053
350,2672.826253934521,2851.3917244950594
400,2663.3868508861965,2871.060924706431
450,2629.3576370812525,2827.8557174420725
500,2611.387752290209,2814.6131675473775
