"rat99,select_tournament,crossover_single_point,mutate_swap,elitism:False,asexual_reproduction:True,population:100,mutation_rate:0.05,generations:2000,runtime:25.005638122558594"
Generation,Min Distance,Avg Distance
200,5714.682054655986,6296.828760351371
400,5361.855306643849,5988.144342764089
600,5549.64382105449,6250.670613454729
800,5716.792673064934,6363.836509712147
1000,5523.219290620204,6087.365636032967
1200,5624.939106999849,6217.346258165402
1400,5402.948368192307,6095.625793899148
1600,5216.831081187955,6040.8848324017135
1800,5271.849760170266,6011.228046614613
2000,5426.521446207966,5971.653493003495
