"rat99,select_tournament,crossover_single_point,mutate_swap,elitism:False,asexual_reproduction:True,population:100,mutation_rate:0.05,generations:500,runtime:5.6913440227508545"
Generation,Min Distance,Avg Distance
50,5578.518663115555,6174.607274736298
100,5182.327407734856,5906.598788867194
150,5445.87289436332,6141.306289726927
200,5444.991592109054,6195.907543013346
250,5643.686758396408,6209.38586750332
300,5480.8304888045,6205.87328951345
350,5436.797742396543,6072.96388171761
400,5537.965287684958,6212.693664372608
450,5377.41825240144,5912.435017983413
500,5481.761452686996,6210.481868544633
