"rat99,select_tournament,crossover_single_point,mutate_swap,elitism:False,asexual_reproduction:True,population:50,mutation_rate:0.02,generations:1000,runtime:4.997961759567261"
Generation,Min Distance,Avg Distance
100,3730.3201400854446,4075.515031817048
200,3105.627042385285,3577.476637844969
300,2905.2593355832687,3347.088796877175
400,2817.381086844686,3249.8072613065547
500,2746.303528910488,3170.692275743477
600,2700.5683468223174,3070.670547639913
700,2538.15826387155,3008.870944960171
800,2472.130298780967,2908.7063487497667
900,2515.3768744479758,3098.9077164059113
1000,2429.6221245261236,2888.615017334958
