"eil51,select_tournament,crossover_single_point,mutate_swap,elitism:False,asexual_reproduction:True,population:100,mutation_rate:0.01,generations:500,runtime:3.0936954021453857"
Generation,Min Distance,Avg Distance
50,855.3084821186976,892.2747275069967
100,741.4216618924515,759.1459817166614
150,691.6364094249342,731.5202865436962
200,657.3150370025384,696.5938291596244
250,649.6040771065667,683.7498110781753
300,649.6040771065667,690.9706207047856
350,649.6040771065667,674.4047927034532
400,649.6040771065667,687.3515787067616
450,649.6040771065667,678.5404575815224
500,649.6040771065667,691.3665655188557
