"eil51,select_tournament,crossover_single_point,mutate_swap,elitism:False,asexual_reproduction:True,population:50,mutation_rate:0.02,generations:2000,runtime:7.619346618652344"
Generation,Min Distance,Avg Distance
200,608.4283423866603,701.5747027906572
400,589.8603768455959,665.1400736952829
600,589.8603768455959,669.1020763982738
800,589.8603768455959,673.6894004737776
1000,589.8603768455959,675.9419584897021
1200,589.8603768455959,648.5423553327676
1400,589.8603768455959,680.1005904111872
1600,589.8603768455959,662.8882876726658
1800,589.8603768455959,668.9988844009367
2000,589.8603768455959,650.601928963535
