"rat99,select_tournament,crossover_single_point,mutate_swap,elitism:False,asexual_reproduction:True,population:100,mutation_rate:0.02,generations:2000,runtime:22.58431077003479"
Generation,Min Distance,Avg Distance
200,3250.3546029481336,3723.5958443095774
400,2988.6364610410087,3406.4456399182395
600,2672.4522598673643,3120.5548788557517
800,2537.015106741911,2943.877322277185
1000,2549.6846451033093,3060.1765876687464
1200,2514.3329259226994,2995.480267689288
1400,2357.3188169050413,2871.9902268513583
1600,2358.291757116305,2869.8851062375447
1800,2339.241303789105,2807.355883222671
2000,2285.7333925000185,2784.358812270259
