"eil51,select_tournament,crossover_single_point,mutate_swap,elitism:False,asexual_reproduction:True,population:50,mutation_rate:0.01,generations:2000,runtime:6.676556825637817"
Generation,Min Distance,Avg Distance
200,637.1503607361215,667.1746557944306
400,544.1910015939492,573.1280277800894
600,527.4956321500629,568.8526095177115
800,527.4956321500629,573.1508486056464
1000,527.4956321500629,560.33465458947
1200,527.4956321500629,559.3918608768655
1400,527.4956321500629,579.8799988335327
1600,527.4956321500629,569.2312368002099
1800,527.4956321500629,569.4014009699996
2000,527.4956321500629,553.2711030332764
