"eil51,select_tournament,crossover_single_point,mutate_swap,elitism:False,asexual_reproduction:True,population:50,mutation_rate:0.02,generations:500,runtime:1.643049955368042"
Generation,Min Distance,Avg Distance
50,824.158298683392,910.3938882173386
100,665.3196649734165,725.6885980767673
150,623.8183051465045,699.7943149903916
200,615.03530829459,699.7334931937745
250,595.1725002955253,672.6163763499328
300,589.9066930033733,661.4190961202828
350,585.0848723705352,638.8425159844392
400,585.0848723705352,660.412538002536
450,582.8779156178304,652.4279696050972
500,575.1751300409713,642.2173183146232
