"berlin52,select_tournament,crossover_single_point,mutate_swap,elitism:False,asexual_reproduction:True,population:200,mutation_rate:0.05,generations:500,runtime:8.110019445419312"
Generation,Min Distance,Avg Distance
50,14458.024281942173,17487.338364208514
100,13934.611087745114,16948.20928282211
150,13458.813374737008,17147.745047585697
200,13156.6001326678,16797.234577700474
250,12899.43525293144,16364.612992740575
300,13542.910482806377,16582.815131052856
350,13487.03481844027,16760.046522102926
400,13367.683474671852,16561.539338698567
450,12972.110404128189,16631.027543498476
500,12761.12268741818,16275.56307654188
