"eil51,select_tournament,crossover_single_point,mutate_swap,elitism:False,asexual_reproduction:True,population:200,mutation_rate:0.02,generations:2000,runtime:26.587775468826294"
Generation,Min Distance,Avg Distance
200,603.9061066448583,692.2750750734335
400,603.9061066448583,671.8486585751706
600,594.276113669069,663.5944946669048
800,586.5814331964448,655.3611954224498
1000,586.5814331964448,648.4387064571782
1200,586.5814331964448,660.6202325729004
1400,586.5814331964448,662.0892270771815
1600,553.0971811488864,626.2126520718081
1800,553.0971811488864,626.7245312160062
2000,553.0971811488864,613.5314162410043
